"Species","Area","Units","Country","X2017","X2016","X2015","X2014","X2013","X2012","X2011","X2010","X2009","X2008","X2007","X2006"
"MUX","27.9.b.2","TLW","ES",0.01,0,0,0.09,0,0,0,0,0,0,0,0
"MYL","27.9.b.2","TLW","PT",0.01,0,0,0,0.02,0,0,0,0,0,0,0
"MZZ","27.9.b.2","TLW","ES",0,0,0,0,0.01,0,0,0,0,0,0,0
"MZZ","27.9.b.2","TLW","PT",0.26,0,0,0.14,0.07,0.13,0.16,0,0,0,0,0
"NEP","27.9.b.2","TLW","ES",0,0,0,2.97,0.78,0.01,0,0,0,0,0,0
"NEP","27.9.b.2","TLW","PT",0,0,0,0.01,0,0,0,0,0,0,0,0
"NUQ","27.9.b.2","TLW","ES",0,0.79,0,0,0,0,0,0,0,0,0,0
"OCC","27.9.b.2","TLW","ES",0,0.02,0,1.4,0.52,0,0,0,0,0,0,0
"OCC","27.9.b.2","TLW","PT",15.3,39.31,0,0.12,0.65,1.13,0,0,0,0,0,0
"OCM","27.9.b.2","TLW","ES",0,0,0,0.15,0,0,0,0,0,0,0,0
"OCT","27.9.b.2","TLW","ES",0.02,0,0,0,0,0.52,0,0,0,0,0,0
"OCT","27.9.b.2","TLW","PT",0.39,7.47,0,42.82,55.34,4.18,0,0,0,0,0,0
"OIL","27.9.b.2","TLW","ES",0.04,0.48,0.01,0.1,0.05,0,0,0,0,0,0,0
"OIL","27.9.b.2","TLW","PT",17.05,21.49,12.67,8.35,28.79,20.23,17.56,0,0,0,0,0
"OMZ","27.9.b.2","TLW","ES",0,0,0,0.01,0,0,0,0,0,0,0,0
"OUW","27.9.b.2","TLW","ES",0,0.05,0,0.02,0,0,0,0,0,0,0,0
"OXY","27.9.b.2","TLW","PT",0,0,0,0.02,0,0,0,0,0,0,0,0
"PAC","27.9.b.2","TLW","ES",0.03,0.01,0,0.19,0.02,0,0,0,0,0,0,0
"PAC","27.9.b.2","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"PEL","27.9.b.2","TLW","ES",0.52,1.24,12.23,1.28,0,0,0,0,0,0,0,0
"PEN","27.9.b.2","TLW","ES",0.02,0.01,0,0,0.04,0,0,0,0,0,0,0
"PIL","27.9.b.2","TLW","ES",0,0,0,8.01,24.63,3.61,0,0,0,0,0,0
"PIL","27.9.b.2","TLW","PT",0,0,0,0.6,0,1.87,0,0,0,0,0,0
"PLA","27.9.b.2","TLW","PT",0,0,0,0,0,1.59,0,0,0,0,0,0
"POA","27.9.b.2","TLW","ES",0,0,0,0,0,63.23,0,0,0,0,0,0
"POA","27.9.b.2","TLW","PT",0,0,0,0,0.01,19.72,0,0,0,0,0,0
"POI","27.9.b.2","TLW","PT",0.94,0.57,0.01,1.45,1.29,1,0,0,0,0,0,0
"POK","27.9.b.2","TLW","PT",0.01,0,0,0,0,0,0,0,0,0,0,0
"POL","27.9.b.2","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"POL","27.9.b.2","TLW","PT",0.01,0,0,0,0,0,0,0,0,0,0,0
"POR","27.9.b.2","TLW","ES",0,0.17,0,0,0,0,0,0,0,0,0,0
"PRC","27.9.b.2","TLW","ES",0.02,0.09,3.11,0.14,0,0,0,0,0,0,0,0
"PRP","27.9.b.2","TLW","PT",0.05,0,0,0,0,0,0,0,0,0,0,0
"PSL","27.9.b.2","TLW","PT",0,0,0,0,0.18,0,0,0,0,0,0,0
"QUB","27.9.b.2","TLW","ES",0,1.34,4.76,0,0,0,0,0,0,0,0,0
"RAJ","27.9.b.2","TLW","ES",0,0,0,0.1,0,0,0,0,0,0,0,0
"REB","27.9.b.2","TLW","ES",0,0,0,0.31,0.76,0,0,0,0,0,0,0
"RED","27.9.b.2","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"RED","27.9.b.2","TLW","PT",0.01,0.29,0.08,0.16,1.13,0,0,0,0,0,0,0
"RIB","27.9.b.2","TLW","ES",0,0.14,0,0.08,0,0,0,0,0,0,0,0
"RJC","27.9.b.2","TLW","PT",1.48,0.92,0,1.36,0.64,0.25,0,0,0,0,0,0
"RJH","27.9.b.2","TLW","PT",0,0.1,0,0.11,1.54,1.1,0,0,0,0,0,0
"RJM","27.9.b.2","TLW","PT",0,0,0,0.15,0,0,0,0,0,0,0,0
"RJO","27.9.b.2","TLW","PT",0.58,0,0,0.15,0,0.02,0,0,0,0,0,0
"RNH","27.9.b.2","TLW","ES",0,0,0,0.04,0,0,0,0,0,0,0,0
"RPG","27.9.b.2","TLW","ES",0.01,0,0,0,0,0,0,0,0,0,0,0
"RPG","27.9.b.2","TLW","PT",0,0,0,0,0,0.04,0,0,0,0,0,0
"RSE","27.9.b.2","TLW","PT",0.13,0.1,0,0.7,0.41,0.3,0,0,0,0,0,0
"RSK","27.9.b.2","TLW","ES",3.73,0,0,0,0,0.11,0,0,0,0,0,0
"RUB","27.9.b.2","TLW","PT",0,0,0,0.11,0.09,0,0,0,0,0,0,0
"SAI","27.9.b.2","TLW","ES",0.06,0.09,0,0,0,0,0,0,0,0,0,0
"SAI","27.9.b.2","TLW","PT",0.15,0.14,0.22,0,0.15,0.82,0.1,0,0,0,0,0
"SBA","27.9.b.2","TLW","ES",0,0,0.03,0,0,0,0,0,0,0,0,0
"SBA","27.9.b.2","TLW","PT",0,0,0,0,0.4,0,0,0,0,0,0,0
"SBG","27.9.b.2","TLW","ES",0,0,0,0.01,0,0,0,0,0,0,0,0
"SBR","27.9.b.2","TLW","ES",0,0,0,0.09,0,0,0,0,0,0,0,0
"SBR","27.9.b.2","TLW","PT",0.09,0.1,0.15,0.32,0.49,0.25,0,0,0,0,0,0
"SCF","27.9.b.2","TLW","ES",0,0,0,0.01,0,0,0,0,0,0,0,0
"SCL","27.9.b.2","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"SCO","27.9.b.2","TLW","PT",0,0,0,0.02,0.15,0,0,0,0,0,0,0
"SCS","27.9.b.2","TLW","ES",0,0.01,0.2,0.03,0,0,0,0,0,0,0,0
"SCS","27.9.b.2","TLW","PT",0.13,0.18,0,0.47,0.41,0.01,0,0,0,0,0,0
"SDS","27.9.b.2","TLW","PT",0,0,0,0.01,0,0,0,0,0,0,0,0
"SDV","27.9.b.2","TLW","PT",0,0,0,0.09,0.04,0,0,0,0,0,0,0
"SFS","27.9.b.2","TLW","PT",0,0,0,0.08,0.16,0.05,0,0,0,0,0,0
"SHO","27.9.b.2","TLW","PT",0.6,0.48,0,0.16,0,0,0,0,0,0,0,0
"SKA","27.9.b.2","TLW","ES",0,0,0.44,0.01,0,0,0,0,0,0,0,0
"SKA","27.9.b.2","TLW","PT",0,0,0,0.01,0,0,0,0,0,0,0,0
"SKJ","27.9.b.2","TLW","PT",0.01,0,0,0,0,0,0,0,0,0,0,0
"SMA","27.9.b.2","TLW","ES",4.26,12.2,11.61,6.91,9.9,7.12,0.13,0,0,0,0,0
"SMA","27.9.b.2","TLW","PT",23.45,29.95,18.41,10.75,70.73,80.6,43.65,0,0,0,0,0
"SMD","27.9.b.2","TLW","ES",0,0,0,0.07,0,0,0,0,0,0,0,0
"SMD","27.9.b.2","TLW","PT",1.24,2.57,0,4.85,0.94,0.56,0,0,0,0,0,0
"SNQ","27.9.b.2","TLW","ES",0.04,0,0,0,0,0,0,0,0,0,0,0
"SOL","27.9.b.2","TLW","ES",0,0.01,0,0,0,0,0,0,0,0,0,0
"SOL","27.9.b.2","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"SOX","27.9.b.2","TLW","ES",0,0,0,0.01,0,0,0,0,0,0,0,0
"SQC","27.9.b.2","TLW","ES",0,0,0,0,0,0.01,0,0,0,0,0,0
"SQI","27.9.b.2","TLW","ES",0,0,0,0.21,0.51,0,0,0,0,0,0,0
"SQR","27.9.b.2","TLW","ES",0.02,0.07,0,0.34,0,0,0,0,0,0,0,0
"SQR","27.9.b.2","TLW","PT",0,0,0,0,0,0.03,0,0,0,0,0,0
"SQY","27.9.b.2","TLW","ES",0.04,0,0,0,0,0,0,0,0,0,0,0
"SRG","27.9.b.2","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"STW","27.9.b.2","TLW","ES",0.01,0,0,0,0,0,0,0,0,0,0,0
"SWA","27.9.b.2","TLW","ES",0,0,0,0,0.02,0,0,0,0,0,0,0
"SWO","27.9.b.2","TLW","ES",107.33,302.28,189.52,114.61,91.64,47.81,2.44,0,0,0,0,0
"SWO","27.9.b.2","TLW","PT",131.37,137.92,59.76,183.82,160.02,61.13,29.3,0,0,0,0,0
"SYC","27.9.b.2","TLW","ES",0.02,0,0,3.29,5.08,0,0,0,0,0,0,0
"SYT","27.9.b.2","TLW","PT",0,0,0,0.01,0,0.08,0,0,0,0,0,0
"THS","27.9.b.2","TLW","PT",0,0,0,0,0,0.01,0,0,0,0,0,0
"TOE","27.9.b.2","TLW","PT",0.07,0.03,0,1.69,1.18,0,0,0,0,0,0,0
"TRA","27.9.b.2","TLW","ES",0,0.02,0,0,0,0,0,0,0,0,0,0
"TRG","27.9.b.2","TLW","ES",0,0,0,0.02,0,0,0,0,0,0,0,0
"TRG","27.9.b.2","TLW","PT",0,0,0,0,0.01,0,3.94,0,0,0,0,0
"TRK","27.9.b.2","TLW","PT",0,0,0,0,0.03,0,0,0,0,0,0,0
"TUN","27.9.b.2","TLW","ES",0,0,0.57,0.54,0.13,0,0,0,0,0,0,0
"TUR","27.9.b.2","TLW","ES",0,0,0.02,0.01,0,0,0,0,0,0,0,0
"TUR","27.9.b.2","TLW","PT",0,0,0,0,0,0.02,0,0,0,0,0,0
"TUS","27.9.b.2","TLW","PT",0,0,0,0,0,0,0.19,0,0,0,0,0
"VLO","27.9.b.2","TLW","PT",0,0,0,0,0.11,0,0,0,0,0,0,0
"VMA","27.9.b.2","TLW","ES",0,0.01,0,0,0.04,0,0,0,0,0,0,0
"VMA","27.9.b.2","TLW","PT",0.13,0,0,0.02,0.14,0.21,0,0,0,0,0,0
"WEX","27.9.b.2","TLW","PT",0,0,0,0.01,0.03,0,0,0,0,0,0,0
"WHB","27.9.b.2","TLW","ES",0,0,0,10.53,6.66,0.23,0,0,0,0,0,0
"WHM","27.9.b.2","TLW","ES",0.16,0.04,1.09,0,0,0,0,0,0,0,0,0
"WHM","27.9.b.2","TLW","PT",0.15,0.03,0,0,0.04,0,0,0,0,0,0,0
"WRF","27.9.b.2","TLW","ES",0,1.06,2.93,0.69,0.1,0,0,0,0,0,0,0
"WRF","27.9.b.2","TLW","PT",5.86,3.22,0.28,18.92,12.14,8.75,0,0,0,0,0,0
"YFT","27.9.b.2","TLW","PT",0.21,0.07,0,0,14.03,18.78,0.42,0,0,0,0,0
"YTC","27.9.b.2","TLW","PT",0,0,0,0,0.04,0.04,0,0,0,0,0,0
"ALB","27.9.b_NK","TLW","ES",0,0,0,0,0,0,3.7,0,0,1,20.5,133.7
"ALB","27.9.b_NK","TLW","FR",0,0,0,0,0,0,0,0,0,0,0,0.7
"ALB","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,8,1,3,10,4.7
"ALF","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0.01,0
"ALV","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,1,0.7,2.7
"ALV","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,13,10,9,8.8
"AMB","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.53,0,0,0,0,0
"AMB","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0.01,0.1
"ANE","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,1,0,0
"ANF","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,0.1
"BAR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"BAS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,1,0.1
"BET","27.9.b_NK","TLW","ES",0,0,0,0,0,0,7.53,0,0,2,0.1,0.2
"BET","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,12,3,26,6,8.2
"BFT","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.5,0.7
"BFT","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,1,4,0.5
"BIL","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.03,0,0,0.01,0.1,0.2
"BIL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,6,0,2,0.8
"BLB","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"BON","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0.8,0
"BON","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,1,0,1,1,0.2
"BOP","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"BOY","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"BRF","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,3,8,0.3
"BSF","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,11,0
"BSH","27.9.b_NK","TLW","ES",0,0,0,0,0,24.96,154.34,0,0,125,121,116.5
"BSH","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,416,417,343,411,381.3
"BSK","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,2,0
"BTH","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,1,0,0
"BUM","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,3,2,3,0
"BXD","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"CDX","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"CLU","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"COE","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"COE","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,2,0,23,32,5.2
"CPL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,5,0,0
"CRR","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,233
"CYO","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.8,0
"CYO","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,16
"CYO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.1
"CYP","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,77
"DCA","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,4
"DCP","27.9.b_NK","TLW","ES",0,0,0,0,0,0.05,0,0,0,0,0,0
"DCP","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0,0
"DGX","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,2.6,0
"DOL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,1,0,0.01,0,0.1
"DPS","27.9.b_NK","TLW","ES",0,0,0,0,0,2.41,0,0,0,0,0,0.2
"EOI","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0
"EPI","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"ETX","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,0.7
"FIN","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.06,0,0,9,11,4.8
"FIN","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,9,8.7
"FLX","27.9.b_NK","TLW","ES",0,0,0,0,0,0.22,0,0,0,0,0,0
"FOR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,4,0.6
"FOX","27.9.b_NK","TLW","ES",0,0,0,0,0,0.03,0,0,0,0.01,0,0
"FOX","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0.01,0
"GAD","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"GAR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,1,4,0,1,1.4
"GAS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GBR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GEP","27.9.b_NK","TLW","ES",0,0,0,0,0,0,1.73,0,0,0.01,0.01,0.1
"GFB","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.1,0
"GFB","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"GPD","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0.3,0
"GPD","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0
"GPW","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GPX","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0.3
"GUN","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0
"GUP","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,9
"GUP","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0.3
"GUQ","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,3
"GUQ","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GUR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"GUX","27.9.b_NK","TLW","ES",0,0,0,0,0,0.03,0,0,0,0,0,0
"GUY","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.01
"HKE","27.9.b_NK","TLW","ES",0,0,0,0,0,1.69,0,0,0,0,0,0
"HKW","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"JAA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,1,0
"JAX","27.9.b_NK","TLW","ES",0,0,0,0,0,0.01,0,0,0,0,0,0
"JOD","27.9.b_NK","TLW","ES",0,0,0,0,0,0.06,0,0,0,0,0,0
"JOD","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"KEF","27.9.b_NK","TLW","DE",0,22.13,0,0,11.04,0,0,0,0,0,5.3,0
"LAG","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0.01
"LDV","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0,0
"LEC","27.9.b_NK","TLW","ES",0,0,0,0,0,0,5.77,0,0,1,0,0
"LEC","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,5,0,0,0,0
"LEM","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,1,0,0.01,0.01,0.4
"LOX","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,0.1
"MEG","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"MMH","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"MNZ","27.9.b_NK","TLW","ES",0,0,0,0,0,0.37,0,0,0,0,0,0
"MNZ","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,1,0.2
"MON","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0
"MOX","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,1,0,0,0.2
"MSK","27.9.b_NK","TLW","ES",0,0,0,0,0,0,2.85,0,0,3,10.2,1.4
"MSP","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0,0
"MUE","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"MUI","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,2,12,2.1
"MUX","27.9.b_NK","TLW","ES",0,0,0,0,0,0.01,0,0,0,0,0,0
"MZZ","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,4,1,0,0,0
"NEP","27.9.b_NK","TLW","ES",0,0,0,0,0,0.13,0,0,0,0,0,0
"OCT","27.9.b_NK","TLW","ES",0,0,0,0,0,0.17,0,0,0,0,0,0
"OCT","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,27,0
"OIL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,45,45,63,76,19.3
"OXY","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"PDZ","27.9.b_NK","TLW","ES",0,0,0,0,0,0.17,0,0,0,0,0,0
"PEL","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"POA","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,44,4,45.1
"POA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,39,0.01,0.5
"POK","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"POL","27.9.b_NK","TLW","ES",0,0,0.03,0,0,0,0,0,0,0.01,0,0
"POR","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,2,10.1,4.7
"POX","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0.01,0
"PRC","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.02,0,0,0.01,0,0
"RED","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"RJC","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,1,0.3
"RJH","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,1,0.01
"RJM","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0
"RJN","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"RJO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"RSK","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,4,1.5,1.4
"RSK","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,2,12.4
"SAI","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.02,0,0,0.01,0,0
"SAI","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,2,2,1,3,2.4
"SBG","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.3
"SBL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.4
"SBR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"SCK","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,4
"SCO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0.01,0.1
"SCR","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"SCS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0.1
"SDV","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,0,0.1
"SDV","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,4,0,0
"SFS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"SHB","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"SHO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0,0
"SKA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0.1
"SKH","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0.6,5.7
"SKH","27.9.b_NK","TLW","GB",0,0,0,0,0,0,0,0,0,0,0,0.01
"SKH","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,2,6,0.9
"SKJ","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,5,16,43,5.7
"SLO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0
"SMA","27.9.b_NK","TLW","ES",0,0,0,0,0,1.27,12.72,0,0,30,4.4,8
"SMA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,129,136,169,211,105.5
"SMD","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0.01,0.01
"SNA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,1,0,0,0
"SNK","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0.3
"SOL","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"SPN","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"SPZ","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"SQI","27.9.b_NK","TLW","ES",0,0,0,0,0,0.13,0,0,0,0,0,0
"SWA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,3,1
"SWO","27.9.b_NK","TLW","ES",0,0,0,0,0,13.39,150.27,0,0,403,265.4,280.3
"SWO","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,151,103,98,0,107.2
"SYC","27.9.b_NK","TLW","ES",0,0,0,0,0,0.23,0,0,0,0,0,0
"SYR","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0,4,0
"THS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,0,0.01,0
"TIG","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,2,1.3,1.3
"TOE","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,1,0.1
"TRE","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0
"TRG","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,16,8,7,5,5.4
"TUN","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0.27,0,0,16,1.7,0.5
"TUS","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,1,0.01,10.6
"TUX","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,52,0,0
"WHB","27.9.b_NK","TLW","ES",0,0,0,0,0,1.41,0,0,0,0,0,0
"WRA","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.01
"WRF","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0.01,0
"WRF","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0.01,10,31,1.4
"YFT","27.9.b_NK","TLW","ES",0,0,0,0,0,0,0,0,0,0.01,0,0
"YFT","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,2,25,38,104,20.8
"YTC","27.9.b_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0.01,0.1
"AHN","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.7
"AKL","27.9_NK","TLW","PT",0,0,0,0,0,0.15,0,0,0,0,0,0
"ALB","27.9_NK","TLW","PT",0,0,0,0,0,0.07,0,0,0,0,0,10.4
"ALE","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,0.2
"ALF","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,8.1
"ALV","27.9_NK","TLW","PT",0,0,0,0,0,0,0,0,0,0,0,78.8
"ANE","27.9_NK","TLW","PT",0,0,0,0,0,1.01,0,0,0,0,0,107.9
"ANF","27.9_NK","TLW","PT",0,0,0,0,0,0.32,0,0,0,0,0,0.01
"ANK","27.9_NK","TLW","PT",0,0,0,0,0,0.22,0,0,0,0,0,3.1
