"English_name","Scientific_name","X3A_CODE"
NA,"Rusichthys plesiomorphus","RSU"
NA,"Pseudotrichonotus altivelis","PSV"
"Quillfish","Ptilichthys goodei","PJG"
"Parrotfishes nei","Scaridae","PWT"
"Green humphead parrotfish","Bolbometopon muricatum","BMK"
"Japanese parrotfish","Calotomus japonicus","USJ"
"Spinytooth parrotfish","Calotomus spinidens","ULY"
"Carolines parrotfish","Calotomus carolinus","ULG"
"Bicolour parrotfish","Cetoscarus bicolor","USR"
"Daisy parrotfish","Chlorurus sordidus","UUS"
"Heavybeak parrotfish","Chlorurus gibbus","UUG"
"Bleeker's parrotfish","Chlorurus bleekeri","UUP"
"Bower's parrotfish","Chlorurus bowersi","UUD"
"Steephead parrotfish","Chlorurus strongylocephalus","UUY"
"Pacific slopehead parrotfish","Chlorurus frontalis","UUV"
"Bluelip parrotfish","Cryptotomus roseus","OUR"
"Candelamoa parrotfish","Hipposcarus harid","HJH"
"Pacific longnose parrotfish","Hipposcarus longiceps","HJZ"
"Marbled parrotfish","Leptoscarus vaigiensis","LOV"
"Loosetooth parrotfish","Nicholsina denticulata","NCD"
"Emerald parrotfish","Nicholsina usta","QCJ"
"Common parrotfish","Scarus psittacus","UVD"
"Dusky parrotfish","Scarus niger","UVN"
NA,"Scarus spp","USX"
"Arabian parrotfish","Scarus arabicus","UAW"
"Rusty parrotfish","Scarus ferrugineus","UBG"
"Purple-brown parrotfish","Scarus fuscopurpureus","UBJ"
"Tricolour parrotfish","Scarus tricolor","UVH"
"Ember parrotfish","Scarus rubroviolaceus","UVE"
"Guinean parrotfish","Scarus hoefleri","UVB"
"Queen parrotfish","Scarus vetula","UVT"
"Forsten's parrotfish","Scarus forsteni","USF"
"Eclipse parrotfish","Scarus russelii","UVG"
"Bridled parrotfish","Scarus frenatus","USZ"
"Princess parrotfish","Scarus taeniopterus","USN"
"Blue parrotfish","Scarus coeruleus","USU"
"Striped parrotfish","Scarus iserti","USS"
"Blue-barred parrotfish","Scarus ghobban","USY"
"Gulf parrotfish","Scarus persicus","USW"
"Redband parrotfish","Sparisoma aurofrenatum","RMF"
"Redtail parrotfish","Sparisoma chrysopterum","RSY"
"Stoplight parrotfish","Sparisoma viride","QRV"
"Redfin parrotfish","Sparisoma rubripinne","QZV"
"Greenblotch parrotfish","Sparisoma atomarium","QHI"
"Parrotfish","Sparisoma cretense","PRR"
"Spotted scat","Scatophagus argus","TFG"
"Scats","Scatophagus spp","SCT"
NA,"Schindleria praematura","SKP"
"Croakers, drums nei","Sciaenidae","CDX"
"Squaretail kob","Argyrosomus thorpei","RGH"
"Amoy croaker","Argyrosomus amoyensis","RYY"
"Meagres nei","Argyrosomus spp","RXY"
"Arabian sea meagre","Argyrosomus heinii","QXN"
"Japanese meagre","Argyrosomus japonicus","RYJ"
"Southern meagre(=Mulloway)","Argyrosomus hololepidotus","KOB"
"Meagre","Argyrosomus regius","MGR"
"Prickly croaker","Aspericorvina jubata","ERJ"
"Geelbek croaker","Atractoscion aequidens","AWE"
"White weakfish","Atractoscion nobilis","WEW"
"Blackmouth croaker","Atrobucca nibe","CRL"
"Yellowtail croaker","Austronibea oedogenys","USO"
"Chinese bahaba","Bahaba taipingensis","BHJ"
"Chaptis bahaba","Bahaba chaptis","BHC"
"Ground croaker","Bairdiella ronchus","BIH"
"Boeseman croaker","Boesemania microlepis","BOM"
"Black croaker","Cheilotrema saturnum","HIS"
"Reeve's croaker","Chrysochir aureus","HRR"
"Corvina drum","Cilus gilberti","IAG"
NA,"Collichthys niveatus","OLN"
NA,"Collichthys lucidus","OLD"
"Vacuocua croaker","Corvula macrops","OVM"
"Barbel drum","Ctenosciaena gracilicirrhus","TEG"
"Cachema weakfish","Cynoscion phoxocephalus","YNH"
"Silver seatrout","Cynoscion nothus","YNN"
"Shortfin weakfish","Cynoscion parvipinnis","YNP"
NA,"Cynoscion reticulatus","YNT"
"Stolzmann's weakfish","Cynoscion stolzmanni","YNZ"
"Tonkin weakfish","Cynoscion similis","YNS"
"Whitefin weakfish","Cynoscion albus","YNL"
"Gulf weakfish","Cynoscion othonopterum","YNO"
"Smallscale weakfish","Cynoscion microlepidotus","YNM"
"Orangemouth weakfish","Cynoscion xanthulum","YNX"
"Scalyfin weakfish","Cynoscion squamipinnis","YQW"
"Peruvian weakfish","Cynoscion analis","WEP"
"Jamaica weakfish","Cynoscion jamaicensis","YNJ"
"Spotted weakfish","Cynoscion nebulosus","SWF"
"Smooth weakfish","Cynoscion leiarchus","YNE"
"Green weakfish","Cynoscion virescens","YNV"
"Smalltooth weakfish","Cynoscion steindachneri","WKB"
"Sand weakfish","Cynoscion arenarius","YNR"
"Striped weakfish","Cynoscion striatus","WKS"
"Acoupa weakfish","Cynoscion acoupa","YNA"
"Squeteague(=Gray weakfish)","Cynoscion regalis","STG"
"Stripped weakfish","Cynoscion guatucupa","YGC"
"Weakfishes nei","Cynoscion spp","WKX"
"Bengal corvina","Daysciaena albida","AYI"
"Goatee croaker","Dendrophysa russelii","ENU"
"Bluestreak drum","Elattarchus archidium","ELH"
"Jack-knifefish","Equetus lanceolatus","EQL"
"White croaker","Genyonemus lineatus","KIC"
"Silver weakfish","Isopisthus remifer","ISR"
"Bigtooth corvina","Isopisthus parvipinnis","ISA"
"Coitor croaker","Johnius coitor","JOC"
"Sin croaker","Johnius dussumieri","JOU"
"Leaftail croaker","Johnius trachycephalus","JOT"
"Bearded croaker","Johnius amblycephalus","JOA"
"Belanger's croaker","Johnius belangerii","JOB"
"Karut croaker","Johnius carutta","JCT"
NA,"Johnius spp","JOX"
"Sharpnose hammer croaker","Johnius borneensis","JCS"
"Kathala croaker","Kathala axillaris","KAA"
"Large yellow croaker","Larimichthys croceus","LYC"
"Yellow croaker","Larimichthys polyactis","CRY"
"Silver drum","Larimus argenteus","LRR"
"Shining drum","Larimus effulgens","LRF"
"Steeplined drum","Larimus acclivis","LRV"
"Pacific drum","Larimus pacificus","LSI"
"Shorthead drum","Larimus breviceps","LRJ"
"Spot croaker","Leiostomus xanthurus","SPT"
"San Francisco croaker","Lepipterus francisci","LER"
"Amazon croaker","Lepipterus schomburgkii","LIK"
"Longtail croaker","Lonchurus lanceolatus","LNL"
"King weakfish","Macrodon ancylodon","WKK"
NA,"Macrospinosa cuja","MNJ"
NA,"Megalonibea fusca","MGF"
"California kingcroaker","Menticirrhus undulatus","MED"
"Panama kingcroaker","Menticirrhus panamensis","MEM"
"Highfin king croaker","Menticirrhus nasus","MEU"
"Snakehead kingcroaker","Menticirrhus ophicephalus","MEO"
"Southern kingcroaker","Menticirrhus americanus","KGB"
"Gulf kingcroaker","Menticirrhus littoralis","KGG"
"Northern kingfish","Menticirrhus saxatilis","KGF"
"Kingcroakers nei","Menticirrhus spp","KIX"
"Slender croaker","Micropogonias ectenes","MIK"
"Tallfin croaker","Micropogonias altipinnis","MIT"
"Bigeye croaker","Micropogonias megalops","KMZ"
"Atlantic croaker","Micropogonias undulatus","CKA"
"Whitemouth croaker","Micropogonias furnieri","CKM"
"Croakers nei","Micropogonias spp","CRX"
"Mi-iuy (brown) croaker","Miichthys miiuy","MIH"
"Angola croaker","Miracorvina angolensis","MIV"
"Smalleye croaker","Nebris microps","NBM"
"Pacific smalleye croaker","Nebris occidentalis","NBO"
"Blotched croaker","Nibea maculata","NBA"
"Sharpnose croaker","Nibea semifasciata","NBS"
NA,"Nibea coibor","ZND"
"Soldier croaker","Nibea soldado","NDK"
"Honnibe croaker","Nibea mitsukurii","HOC"
"Yellow drum","Nibea albiflora","YED"
"Yelloweye croaker","Odontoscion xanthops","ODX"
NA,"Ophioscion adustus","OHD"
"Spotted croaker","Ophioscion punctatissimus","OHP"
"Tigertooth croaker","Otolithes ruber","LKR"
"Pama croaker","Otolithoides pama","OTD"
"Bronze croaker","Otolithoides biauritus","OTB"
"Guyanan croaker","Pachypops fourcroi","YPF"
NA,"Pachypops trifilis","YPT"
"Brazilian croaker","Pachypops adspersus","YPD"
"La Plata croaker","Pachyurus bonariensis","YUB"
"Panna croaker","Panna microdon","NAM"
"Banded croaker","Paralonchurus brasiliensis","RLB"
"Blackfin croaker","Paralonchurus elegans","RLE"
"Suco croaker","Paralonchurus dumerilii","RLQ"
"Peruvian banded croaker","Paralonchurus peruanus","PDR"
"Half-mourning croaker","Paranibea semiluctuosa","RNI"
"High-hat","Pareques acuminatus","EQA"
"Fusco drum","Pareques fuscovittatus","PQF"
"Big-head pennah croaker","Pennahia macrocephalus","NHM"
"Pawak croaker","Pennahia pawak","NHW"
NA,"Pennahia spp","NHX"
"Silver croaker","Pennahia argentata","CRV"
"Donkey croaker","Pennahia anea","NHK"
NA,"Pentheroscion mbizi","THZ"
"Black drum","Pogonias cromis","BDM"
"Blackspotted croaker","Protonibea diacanthus","OTI"
"New Grenada drum","Protosciaena trewavasae","OTW"
"Cameroon croaker","Pseudotolithus moorii","UDM"
"Bobo croaker","Pseudotolithus elongatus","PSE"
"Longneck croaker","Pseudotolithus typus","PTY"
"Cassava croaker","Pseudotolithus senegalensis","PSS"
"Law croaker","Pseudotolithus senegallus","CKL"
"Guinea croaker","Pseudotolithus epipercus","QCK"
"West African croakers nei","Pseudotolithus spp","CKW"
"Boe drum","Pteroscion peli","DRS"
"Bigmouth croaker","Pterotolithus lateoides","USL"
"Blotched tiger-toothed croaker","Pterotolithus maculatus","USM"
"Spotfin croaker","Roncador stearnsii","RCS"
"Deep-water drum","Sciaena bathytatos","IAY"
"Brown meagre","Sciaena umbra","CBM"
"Sciaenas nei","Sciaena spp","DRU"
"Red drum","Sciaenops ocellatus","RDM"
"Queen croaker","Seriphus politus","EHU"
"Estuary croaker","Sonorolux fluminis","SXF"
"White stardrum","Stellifer fuerthii","EFF"
"American stardrum","Stellifer lanceolatus","EFL"
"Smalleye stardrum","Stellifer microps","EFM"
"Minor stardrum","Stellifer minor","EFI"
"Yawning stardrum","Stellifer oscitans","EFO"
"Rake stardrum","Stellifer rastrifer","EFR"
NA,"Stellifer stellifer","EFS"
NA,"Stellifer spp","FYX"
"Hollow stardrum","Stellifer ericymba","FFY"
"Pizzaro stardrum","Stellifer pizarroensis","EBY"
"Softhead stardrum","Stellifer zestocarus","EZC"
"Totoaba","Totoaba macdonaldi","WEM"
"Sand drum","Umbrina coroides","UMC"
"Steindachner's drum","Umbrina steindachneri","UMS"
"Fusca drum","Umbrina ronchus","UMO"
"Yellowfin drum","Umbrina roncador","UMR"
"Polla drum","Umbrina xanti","UMX"
"Striped drum","Umbrina broussonnetii","UMB"
"Canary drum(=Baardman)","Umbrina canariensis","UCA"
"Shi drum","Umbrina cirrosa","COB"
"Drums nei","Umbrina spp","UBS"
"Argentine croaker","Umbrina canosai","CKY"
"Graveldiver","Scytalina cerdale","YTD"
"Groupers, seabasses nei","Serranidae","BSX"
"Patagonian seabass","Acanthistius patachonicus","QHP"
"Argentine seabass","Acanthistius brasilianus","BSZ"
"Koester","Acanthistius sebastoides","KGL"
"Redmouth grouper","Aethaloperca rogaa","EHG"
"Mutton hamlet","Alphestes afer","LSF"
"Rivulated mutton hamlet","Alphestes multiguttatus","LST"
"Pacific mutton hamlet","Alphestes immaculatus","LWV"
"Swallowtail seaperch","Anthias anthias","AHN"
"Slender grouper","Anyperodon leucogrammicus","AYG"
NA,"Aporops bilinearis","OSB"
"Goldribbon soapfish","Aulacocephalus temmincki","UFT"
"Yellowtail bass","Bathyanthias mexicanus","BMX"
"Arrowhead soapfish","Belonoperca chabanaudi","BPH"
"Butterfly perch","Caesioperca lepidoptera","IPL"
NA,"Caesioscorpis theagenes","ITH"
"Pink maomao","Caprodon longimanus","RNL"
"Black seabass","Centropristis striata","BSB"
"Rock sea bass","Centropristis philadelphica","FHC"
"Graysby","Cephalopholis cruentata","CFL"
"Bluespotted hind","Cephalopholis cyanostigma","CFY"
"Freckled hind","Cephalopholis microprion","CFM"
"Niger hind","Cephalopholis nigri","CFQ"
"Sixblotch hind","Cephalopholis sexmaculata","CFX"
"Tomato hind","Cephalopholis sonnerati","EFT"
"Bluespotted seabass","Cephalopholis taeniops","EFA"
"Duskyfin hind","Cephalopholis nigripinnis","CZU"
"Golden hind","Cephalopholis aurantia","CFZ"
"Garish hind","Cephalopholis igarashiensis","CWI"
"Darkfin hind","Cephalopholis urodeta","CWU"
"Strawberry hind","Cephalopholis spiloparaea","CWR"
"Peacock hind","Cephalopholis argus","CFF"
"Coney","Cephalopholis fulva","CFJ"
"Coral hind","Cephalopholis miniata","CFI"
"Yellowfin hind","Cephalopholis hemistiktos","CFH"
NA,"Cephalopholis spp","IIX"
"Leopard hind","Cephalopholis leopardus","UKR"
"Chocolate hind","Cephalopholis boenak","CVK"
NA,"Chelidoperca hirundinacea","HDD"
"Graery threadfin seabass","Cratinus agassizii","RTZ"
"Humpback grouper","Cromileptes altivelis","MPV"
"Leather bass","Dermatolepis dermatolepis","DED"
"Smooth grouper","Dermatolepis striolata","DEV"
"Mexican sand perch","Diplectrum macropoma","DLM"
"Torpedo sand perch","Diplectrum maximum","DLX"
"Pond perch","Diplectrum radiale","DLD"
"Inshore sand perch","Diplectrum pacificum","DLA"
"Bighead sand perch","Diplectrum euryplectrum","DLY"
"Highfin sand perch","Diplectrum labarum","DLK"
"Sand perch","Diplectrum formosum","PES"
"Barred soapfish","Diploprion bifasciatum","DLB"
NA,"Dules auriga","DUI"
NA,"Ellerkeldia jamesoni","EKJ"
NA,"Epinephelides armatus","EFU"
"Yellow grouper","Epinephelus awoara","EFW"
"Longtooth grouper","Epinephelus bruneus","EFE"
"Hawaiian grouper","Epinephelus quernus","EEQ"
"Olive grouper","Epinephelus cifuentesi","EPF"
"Goldblotch grouper","Epinephelus costae","EPK"
"Starspotted grouper","Epinephelus hexagonatus","EEX"
"Longfin grouper","Epinephelus quoyanus","EFQ"
"Atlantic goliath grouper","Epinephelus itajara","EET"
"Starry grouper","Epinephelus labriformis","EEB"
"Striped grouper","Epinephelus latifasciatus","EES"
"Snubnose grouper","Epinephelus macrospilos","EEM"
"Black-dotted grouper","Epinephelus stictus","EIT"
"Convict grouper","Epinephelus septemfasciatus","EIF"
"Epaulet grouper","Epinephelus stoliczkae","EPZ"
"Bridled grouper","Epinephelus heniochus","EEE"
"Highfin grouper","Epinephelus maculatus","EEC"
"Speckled grouper","Epinephelus magniscuttis","EEJ"
"Threespot grouper","Epinephelus trimaculatus","EIR"
"Wavy-lined grouper","Epinephelus undulosus","EIU"
"Haifa grouper","Epinephelus haifensis","EEI"
"Blue-and-yellow grouper","Epinephelus flavocaeruleus","EEV"
"Rooster hind","Epinephelus acanthistius","EFC"
"Spinycheek grouper","Epinephelus diacanthus","ELD"
"Saddletail grouper","Epinephelus daemelii","ESE"
"Speckled blue grouper","Epinephelus cyanopodus","EPY"
"Rock grouper","Epinephelus fasciatomaculosus","EEF"
"Halfmoon grouper","Epinephelus rivulatus","EPV"
"Catface grouper","Epinephelus andersoni","EFN"
"Sixbar grouper","Epinephelus sexfasciatus","EFX"
"White-edged grouper","Epinephelus albomarginatus","EFB"
"Banded grouper","Epinephelus amblycephalus","EFY"
"Longspine grouper","Epinephelus longispinis","EWW"
"Marquesan grouper","Epinephelus irroratus","EWI"
"Dotted grouper","Epinephelus epistictus","EWE"
"Barred-chest grouper","Epinephelus faveatus","EWV"
"One-blotch grouper","Epinephelus melanostigma","EZP"
"Potato grouper","Epinephelus tukula","EWL"
"Netfin grouper","Epinephelus miliaris","EWM"
"Eightbar grouper","Epinephelus octofasciatus","EWO"
"Oblique-banded grouper","Epinephelus radiatus","EZR"
"Dot-dash grouper","Epinephelus poecilonotus","EWP"
"Red-tipped grouper","Epinephelus retouti","EWR"
"Reticulate grouper","Epinephelus tuamotuensis","EWT"
"Pacific goliath grouper","Epinephelus quinquefasciatus","EZQ"
"Moustache grouper","Epinephelus chabaudi","EWZ"
"Striped-fin grouper","Epinephelus posteli","EWG"
"Star-studded grouper","Epinephelus niphobles","EZN"
"Foursaddle grouper","Epinephelus spilotoceps","EZO"
"Greasy grouper","Epinephelus tauvina","EPT"
"Blacktip grouper","Epinephelus fasciatus","EEA"
"Dusky grouper","Epinephelus marginatus","GPD"
"Yellowedge grouper","Epinephelus flavolimbatus","EEL"
"Honeycomb grouper","Epinephelus merra","EER"
"Red grouper","Epinephelus morio","GPR"
"Comet grouper","Epinephelus morrhua","EEP"
"Rock hind","Epinephelus adscensionis","EFD"
"Nassau grouper","Epinephelus striatus","GPN"
"Malabar grouper","Epinephelus malabaricus","MAR"
"Red hind","Epinephelus guttatus","EEU"
"Snowy grouper","Epinephelus niveatus","EFV"
"Speckled hind","Epinephelus drummondhayi","EED"
"Dungat grouper","Epinephelus goreensis","EEG"
"Spotted grouper","Epinephelus analogus","GPS"
"Groupers nei","Epinephelus spp","GPX"
"Hong Kong grouper","Epinephelus akaara","EPA"
"Duskytail grouper","Epinephelus bleekeri","EFK"
"Dogtooth grouper","Epinephelus caninus","EFJ"
"Giant grouper","Epinephelus lanceolatus","EEN"
"Brownspotted grouper","Epinephelus chlorostigma","EFH"
"Areolate grouper","Epinephelus areolatus","EPR"
"Warsaw grouper","Epinephelus nigritus","ELG"
"White grouper","Epinephelus aeneus","GPW"
"Camouflage grouper","Epinephelus polyphekadion","EEK"
"Misty grouper","Epinephelus mystacinus","EEY"
"Orange-spotted grouper","Epinephelus coioides","ENI"
"Whitespotted grouper","Epinephelus caeruleopunctatus","EWC"
"Brown-marbled grouper","Epinephelus fuscoguttatus","EWF"
"White-blotched grouper","Epinephelus multinotatus","EWU"
"Smallscaled grouper","Epinephelus polylepis","EWY"
"Summan grouper","Epinephelus summana","EWS"
NA,"Giganthias immaculatus","GGJ"
"Spanish flag","Gonioplectrus hispanus","GOH"
"Masked grouper","Gracila albomarginata","GCA"
"Goldenstriped soapfish","Grammistes sexlineatus","GSE"
"Ocellate soapfish","Grammistops ocellatus","GMA"
"Streamer bass","Hemanthias aureorubens","HNE"
"Redbanded perch","Hypoplectrodes huntii","HHN"
"Black hamlet","Hypoplectrus nigricans","HNP"
"Butter hamlet","Hypoplectrus unicolor","HUN"
"Yellowtail hamlet","Hypoplectrus chlorurus","HCO"
"Sevenbar grouper","Hyporthodus ergastularius","YHP"
NA,"Jeboehlkia gladifer","JBG"
"Orange perch","Lepidoperca pulchella","LDP"
"African basslet","Liopropoma africanum","LFU"
"Wrasse bass","Liopropoma eukrines","LMK"
NA,"Luzonichthys earlei","LZE"
"Gorgeous swallowtail","Meganthias natalensis","JLT"
NA,"Mirolabrichthys flavoguttatus","MIF"
"Island grouper","Mycteroperca fusca","MKF"
"Yellowmouth grouper","Mycteroperca interstitialis","MKN"
"Gulf grouper","Mycteroperca jordani","MKJ"
"Leopard grouper","Mycteroperca rosacea","MKR"
"Tiger grouper","Mycteroperca tigris","MKT"
"Venezuelan grouper","Mycteroperca cidi","MKC"
"Comb grouper","Mycteroperca acutirostris","MTI"
"Mottled grouper","Mycteroperca rubra","MKU"
"Brazilian groupers nei","Mycteroperca spp","GPB"
"Broomtail grouper","Mycteroperca xenarcha","GBS"
"Scamp","Mycteroperca phenax","MKH"
"Yellowfin grouper","Mycteroperca venenosa","MKV"
"Black grouper","Mycteroperca bonaci","MAB"
"Gag","Mycteroperca microlepis","MKM"
"Threadfin anthias","Nemanthias carberryi","NMR"
"Ara","Niphon spinosus","NFS"
"Checked swallowtail","Odontanthias borbonius","HNB"
NA,"Odontanthias flagris","ODF"
NA,"Othos dentex","OTE"
"Spotted sand bass","Paralabrax maculatofasciatus","PXF"
"Barred sand bass","Paralabrax nebulifer","AXN"
"Kelp bass","Paralabrax clathratus","PXK"
"Camotillo","Paralabrax albomaculatus","PXM"
"Parrot sand bass","Paralabrax loro","LXW"
"Southern rock bass","Paralabrax callaensis","PZZ"
"Peruvian rock seabass","Paralabrax humeralis","BAP"
NA,"Paralabrax spp","XBX"
"Creole-fish","Paranthias furcifer","TIF"
NA,"Planctanthias longifilis","LNG"
NA,"Plectranthias altipinnatus","NCA"
"Marbled coralgrouper","Plectropomus punctatus","EMN"
"Blacksaddled coralgrouper","Plectropomus laevis","EML"
"Highfin coralgrouper","Plectropomus oligacanthus","EMW"
"Squaretail coralgrouper","Plectropomus areolatus","EME"
"Leopard coralgrouper","Plectropomus leopardus","EMO"
"Spotted coralgrouper","Plectropomus maculatus","PLM"
"Roving coralgrouper","Plectropomus pessuliferus","EMU"
"Coralgroupers nei","Plectropomus spp","IWX"
"Bearded soapfish","Pogonoperca punctata","OGP"
"Bigeye bass","Pronotogrammus eos","OGE"
NA,"Pseudanthias parvirostris","EDP"
"Two-spot basslet","Pseudanthias bimaculatus","EDB"
NA,"Pseudanthias fasciata","EDF"
"Sea goldie","Pseudanthias squamipinnis","EDS"
"Townsend's anthias","Pseudanthias townsendi","DVZ"
"Reef bass","Pseudogramma gregoryi","EDG"
"Sailfin anthias","Rabaulichthys altipinnis","RLL"
"Flathead perch","Rainfordia opercularis","RIO"
"Spotted soapfish","Rypticus subbifrenatus","QZZ"
"Greater soapfish","Rypticus saponaceus","RYC"
"Boulenger's anthias","Sacura boulengeri","UAB"
"Golden grouper","Saloptia powelli","OOW"
"School bass","Schultzea beta","UZB"
"Pearl-spotted fairy basslet","Selenanthias analis","NHN"
"Pygmy sea bass","Serraniculus pumilio","RLP"
"Hawkfish anthias","Serranocirrhitus latus","RCU"
"Barred serrano","Serranus psittacinus","RNF"
"Belted sandfish","Serranus subligarius","ERB"
"Blackear bass","Serranus atrobranchus","RNB"
"Ghanian comber","Serranus accraensis","WLJ"
NA,"Serranus africanus","WLK"
"Brown comber","Serranus hepatus","SRJ"
"Combers nei","Serranus spp","BAS"
"Painted comber","Serranus scriba","SRK"
"Comber","Serranus cabrilla","CBR"
"Blacktail comber","Serranus atricauda","WSA"
"Threadtail anthias","Tosana niwae","TSI"
NA,"Tosanoides filamentosus","TSF"
"Toadstool groper","Trachypoma macracanthus","TPR"
"Oval grouper","Triso dermopterus","TSR"
"White-edged lyretail","Variola albimarginata","VRA"
"Yellow-edged lyretail","Variola louti","VRL"
"Barred spinefoot","Siganus doliatus","IGD"
"Mottled spinefoot","Siganus fuscescens","IGF"
"Blue-spotted spinefoot","Siganus corallinus","IGR"
"Threeblotched rabbitfish","Siganus trispilos","IUI"
"Masked spinefoot","Siganus puellus","IGE"
"Magnificent rabbitfish","Siganus magnificus","IGG"
"Barhead spinefoot","Siganus virgatus","IUG"
"Vermiculated spinefoot","Siganus vermiculatus","IUE"
"Shoemaker spinefoot","Siganus sutor","IUU"
"Blotched foxface","Siganus unimaculatus","IUN"
"Little spinefoot","Siganus spinus","IUS"
"Brown-spotted spinefoot","Siganus stellatus","IUT"
"Goldspotted spinefoot","Siganus punctatus","IGC"
"Blackeye rabbitfish","Siganus puelloides","IGP"
"Peppered spinefoot","Siganus punctatissimus","IGT"
"Black foxface","Siganus niger","IGN"
"Variegated spinefoot","Siganus randalli","IUR"
"Bicolored foxface","Siganus uspi","IUP"
"Foxface","Siganus vulpinus","IUL"
"Labyrinth spinefoot","Siganus labyrinthodes","IGL"
"Golden-lined spinefoot","Siganus lineatus","IGI"
"White-spotted spinefoot","Siganus canaliculatus","SCN"
"Streamlined spinefoot","Siganus argenteus","IGA"
"Marbled spinefoot","Siganus rivulatus","SRI"
"Streaked spinefoot","Siganus javus","IGV"
"Dusky spinefoot","Siganus luridus","IGU"
"Spinefeet(=Rabbitfishes) nei","Siganus spp","SPI"
"Goldlined spinefoot","Siganus guttatus","SGU"
"Sillago-whitings","Sillaginidae","WHS"
"Spotted sillago","Sillaginodes punctata","SIV"
"Flathead sillago","Sillaginopsis panijus","SIJ"
"Sand sillago","Sillago ciliata","SLK"
"Trumpeter sillago","Sillago maculata","ILM"
"Slender sillago","Sillago attenuata","IIT"
"Arabian sillago","Sillago arabica","IIS"
"Flinders' sillago","Sillago flindersi","ILQ"
NA,"Sillago spp","ILX"
"Clubfoot sillago","Sillago chondropus","IIU"
"Silver sillago","Sillago sihama","ILS"
"Harlequin ghost pipefish","Solenostomus paradoxus","SXS"
"Ghost pipefish","Solenostomus cyanopterus","SLY"
"Porgies, seabreams nei","Sparidae","SBX"
"Surf bream","Acanthopagrus australis","AKU"
NA,"Acanthopagrus butcheri","AKB"
"Spotted yellowfin seabream","Acanthopagrus sheim","AWV"
"Blackhead seabream","Acanthopagrus schlegeli","MLM"
"Goldsilk seabream","Acanthopagrus berda","MLB"
"Arabian yellowfin seabream","Acanthopagrus arabicus","AWU"
"Twobar seabream","Acanthopagrus bifasciatus","AAB"
"Yellowfin seabream","Acanthopagrus latus","YWF"
"Sheepshead","Archosargus probatocephalus","SPH"
"Western Atlantic seabream","Archosargus rhomboidalis","AVB"
"Taiwan tai","Argyrops bleekeri","KBB"
"Soldierbream","Argyrops filamentosus","KBK"
"King soldier bream","Argyrops spinifer","KBR"
"Carpenter seabream","Argyrozona argyrozona","SLF"
"Bogue","Boops boops","BOG"
"Fransmadam","Boopsoidea inornata","BOJ"
"Littlehead porgy","Calamus proridens","CFO"
"Sheepshead porgy","Calamus penna","CFE"
"Galapagos porgy","Calamus taurinus","CFT"
"Grass porgy","Calamus arctifrons","CFN"
"Saucereye porgy","Calamus calamus","CMV"
"Jolthead porgy","Calamus bajonado","CBD"
"Pacific porgy","Calamus brachysomus","CKQ"
"Porgies","Calamus spp","PRG"
"Santer seabream","Cheimerius nufar","SLD"
"Slinger seabream","Chrysoblephus puniceus","SLL"
"Roman seabream","Chrysoblephus laticeps","ROM"
"Daggerhead seabream","Chrysoblephus cristiceps","DAR"
"Daggerhead breams nei","Chrysoblephus spp","RSX"
"Red stumpnose seabream","Chrysoblephus gibbiceps","RSN"
"Englishman seabream","Chrysoblephus anglicus","ENG"
"False red stumpnose","Chrysoblephus lophus","QUT"
"Karanteen seabream","Crenidens crenidens","CWC"
"Black musselcracker","Cymatoceps nasutus","CYM"
"Large-eye dentex","Dentex macrophthalmus","DEL"
"Canary dentex","Dentex canariensis","DEN"
"Pink dentex","Dentex gibbosus","DEP"
"Angolan dentex","Dentex angolensis","DEA"
"Congo dentex","Dentex congoensis","DNC"
"Common dentex","Dentex dentex","DEC"
"Morocco dentex","Dentex maroccanus","DEM"
"Yellowback seabream","Dentex tumifrons","DTT"
"Barnard dentex","Dentex barnardi","DTF"
"Dentex nei","Dentex spp","DEX"
"Banded seabream","Diplodus fasciatus","DIJ"
"Red Sea seabream","Diplodus noct","SWJ"
"Senegal seabream","Diplodus bellottii","DHQ"
"Two-banded seabream","Diplodus prayensis","DHY"
"Annular seabream","Diplodus annularis","ANN"
"South American silver porgy","Diplodus argenteus","DIG"
"Zebra seabream","Diplodus cervinus","SBZ"
"Common two-banded seabream","Diplodus vulgaris","CTB"
"Sharpsnout seabream","Diplodus puntazzo","SHR"
"White seabream","Diplodus sargus","SWA"
"Spottail seabream","Diplodus holbrooki","DIH"
"Sargo breams nei","Diplodus spp","SRG"
"Threadfin porgy","Evynnis cardinalis","EVD"
NA,"Evynnis spp","EVY"
"Crimson seabream","Evynnis japonica","ENJ"
"Janbruin","Gymnocrotaphus curvidens","GMV"
"Pinfish","Lagodon rhomboides","LGO"
"Sand steenbras","Lithognathus mormyrus","SSB"
"Steenbrasses nei","Lithognathus spp","STW"
"West coast seabream","Lithognathus aureti","SBW"
"White steenbras","Lithognathus lithognathus","SNW"
"Saddled seabream","Oblada melanura","SBS"
"Bronze seabream","Pachymetopon grande","YTG"
"Blue hottentot","Pachymetopon aeneum","HOT"
"Copper breams(=Hottentots) nei","Pachymetopon spp","CPP"
"Hottentot seabream","Pachymetopon blochii","HOB"
"Natal pandora","Pagellus natalensis","QVO"
"Arabian pandora","Pagellus affinis","SXB"
"Axillary seabream","Pagellus acarne","SBA"
